File,Wire,Cable,From,From pin,From signal,From terminal,To,To pin,To signal,To terminal,Colour,AWG,Route,Est mm,Splice,Done
A-ECU,w103_c,,ECU-A,A21,Aux 1 (Boost),3-1447221-4,Bulkhead A - firewall (HDP24-24-47PE-L017),23,ECU-A A21,0460-202-2031,Pink,20,bn_bp_960__ecu_a > bn_bp_930__bp_960 > bn_bp_900__bp_930 > bn_bp_870__bp_900 > bn_bp_840__bp_870 > bn_bp_840__bh_a_fw,410,,
A-ECU,w108_c,,ECU-A,A4,Inj 1,3-1447221-4,Bulkhead A - firewall (HDP24-24-47PE-L017),13,ECU-A A4,0460-202-2031,Brown,20,bn_bp_960__ecu_a > bn_bp_930__bp_960 > bn_bp_900__bp_930 > bn_bp_870__bp_900 > bn_bp_840__bp_870 > bn_bp_840__bh_a_fw,410,,
A-ECU,w109_c,,ECU-A,A3,Inj 2,3-1447221-4,Bulkhead A - firewall (HDP24-24-47PE-L017),14,ECU-A A3,0460-202-2031,Brown,20,bn_bp_960__ecu_a > bn_bp_930__bp_960 > bn_bp_900__bp_930 > bn_bp_870__bp_900 > bn_bp_840__bp_870 > bn_bp_840__bh_a_fw,410,,
A-ECU,w110_c,,ECU-A,A2,Inj 3,3-1447221-4,Bulkhead A - firewall (HDP24-24-47PE-L017),15,ECU-A A2,0460-202-2031,Brown,20,bn_bp_960__ecu_a > bn_bp_930__bp_960 > bn_bp_900__bp_930 > bn_bp_870__bp_900 > bn_bp_840__bp_870 > bn_bp_840__bh_a_fw,410,,
A-ECU,w111_c,,ECU-A,A1,Inj 4,3-1447221-4,Bulkhead A - firewall (HDP24-24-47PE-L017),16,ECU-A A1,0460-202-2031,Brown,20,bn_bp_960__ecu_a > bn_bp_930__bp_960 > bn_bp_900__bp_930 > bn_bp_870__bp_900 > bn_bp_840__bp_870 > bn_bp_840__bh_a_fw,410,,
A-ECU,w120_c,,ECU-A,A13,Ign 1,3-1447221-4,Bulkhead A - firewall (HDP24-24-47PE-L017),17,ECU-A A13,0460-202-2031,Violet,20,bn_bp_960__ecu_a > bn_bp_930__bp_960 > bn_bp_900__bp_930 > bn_bp_870__bp_900 > bn_bp_840__bp_870 > bn_bp_840__bh_a_fw,410,,
A-ECU,w121_c,,ECU-A,A12,Ign 2,3-1447221-4,Bulkhead A - firewall (HDP24-24-47PE-L017),18,ECU-A A12,0460-202-2031,Violet,20,bn_bp_960__ecu_a > bn_bp_930__bp_960 > bn_bp_900__bp_930 > bn_bp_870__bp_900 > bn_bp_840__bp_870 > bn_bp_840__bh_a_fw,410,,
A-ECU,w122_c,,ECU-A,A11,Ign 3,3-1447221-4,Bulkhead A - firewall (HDP24-24-47PE-L017),19,ECU-A A11,0460-202-2031,Violet,20,bn_bp_960__ecu_a > bn_bp_930__bp_960 > bn_bp_900__bp_930 > bn_bp_870__bp_900 > bn_bp_840__bp_870 > bn_bp_840__bh_a_fw,410,,
A-ECU,w123_c,,ECU-A,A10,Ign 4,3-1447221-4,Bulkhead A - firewall (HDP24-24-47PE-L017),20,ECU-A A10,0460-202-2031,Violet,20,bn_bp_960__ecu_a > bn_bp_930__bp_960 > bn_bp_900__bp_930 > bn_bp_870__bp_900 > bn_bp_840__bp_870 > bn_bp_840__bh_a_fw,410,,
A-ECU,w128_c,,ECU-A,A22,An Volt 2 (TPS-M),3-1447221-4,Bulkhead A - firewall (HDP24-24-47PE-L017),21,ECU-A A22,0460-202-2031,White,20,bn_bp_960__ecu_a > bn_bp_930__bp_960 > bn_bp_900__bp_930 > bn_bp_870__bp_900 > bn_bp_840__bp_870 > bn_bp_840__bh_a_fw,410,,
A-ECU,w129_c,,ECU-A,A33,An Volt 3 (TPS-S),3-1447221-4,Bulkhead A - firewall (HDP24-24-47PE-L017),22,ECU-A A33,0460-202-2031,White,20,bn_bp_960__ecu_a > bn_bp_930__bp_960 > bn_bp_900__bp_930 > bn_bp_870__bp_900 > bn_bp_840__bp_870 > bn_bp_840__bh_a_fw,410,,
A-ECU,w12_c,,Bulkhead B - firewall (HDP24-24-21PN),17,Knock 1 SIG- (to Gnd Out B22),0460-202-1631,Sensor Gnd Out splice (wired on B-ECU),c1,Gnd Out sensor ground rail -> ECU-A A24 *,,Black,20,bn_bp_870__bh_b_fw > bn_bp_870__bp_900 > bn_bp_900__bp_930 > bn_bp_930__bp_960 > bn_bp_960__ecu_a > bn_ecu_a__bp_1020 > bn_bp_1020__bp_1050 > bn_bp_1050__bp_1080 > bn_bp_1080__bp_1110 > bn_bp_1110__bp_1140 > bn_bp_1140__bp_1170 > bn_bp_1170__dm_sp_gndout_Splice,500,,
A-ECU,w16_c,,ECU-A,A30,DI 1 (Turbo Spd),3-1447221-4,Bulkhead A - firewall (HDP24-24-47PE-L017),7,ECU-A A30,0460-202-2031,Green,20,bn_bp_960__ecu_a > bn_bp_930__bp_960 > bn_bp_900__bp_930 > bn_bp_870__bp_900 > bn_bp_840__bp_870 > bn_bp_840__bh_a_fw,410,,
A-ECU,w200_c,,ECU-A,A8,Trig 1,3-1447221-4,Bulkhead A - firewall (HDP24-24-47PE-L017),24,ECU-A A8,0460-202-2031,Blue,20,bn_bp_960__ecu_a > bn_bp_930__bp_960 > bn_bp_900__bp_930 > bn_bp_870__bp_900 > bn_bp_840__bp_870 > bn_bp_840__bh_a_fw,410,,
A-ECU,w201_c,,ECU-A,A15,Temp 1 (ECT),3-1447221-4,Bulkhead A - firewall (HDP24-24-47PE-L017),25,ECU-A A15,0460-202-2031,Yellow,20,bn_bp_960__ecu_a > bn_bp_930__bp_960 > bn_bp_900__bp_930 > bn_bp_870__bp_900 > bn_bp_840__bp_870 > bn_bp_840__bh_a_fw,410,,
A-ECU,w202_c,,ECU-A,A16,Temp 2 (IAT),3-1447221-4,Bulkhead A - firewall (HDP24-24-47PE-L017),26,ECU-A A16,0460-202-2031,Yellow,20,bn_bp_960__ecu_a > bn_bp_930__bp_960 > bn_bp_900__bp_930 > bn_bp_870__bp_900 > bn_bp_840__bp_870 > bn_bp_840__bh_a_fw,410,,
A-ECU,w203_c,,ECU-B,B6,Temp 3 (Oil T),3-1447221-4,Bulkhead B - firewall (HDP24-24-21PN),10,ECU-B B6,0460-202-1631,Yellow,20,bn_bp_1020__ecu_b > bn_ecu_a__bp_1020 > bn_bp_960__ecu_a > bn_bp_930__bp_960 > bn_bp_900__bp_930 > bn_bp_870__bp_900 > bn_bp_870__bh_b_fw,460,,
A-ECU,w204_c,,ECU-B,B7,Temp 4 (Chg IAT),3-1447221-4,Bulkhead B - firewall (HDP24-24-21PN),11,ECU-B B7,0460-202-1631,Yellow,20,bn_bp_1020__ecu_b > bn_ecu_a__bp_1020 > bn_bp_960__ecu_a > bn_bp_930__bp_960 > bn_bp_900__bp_930 > bn_bp_870__bp_900 > bn_bp_870__bh_b_fw,460,,
A-ECU,w205_c,,ECU-B,B9,Knock 1,3-1447221-4,Bulkhead B - firewall (HDP24-24-21PN),16,Knock 1 SIG+ (ECU B9),0460-202-1631,Gray,20,bn_bp_1020__ecu_b > bn_ecu_a__bp_1020 > bn_bp_960__ecu_a > bn_bp_930__bp_960 > bn_bp_900__bp_930 > bn_bp_870__bp_900 > bn_bp_870__bh_b_fw,460,,
A-ECU,w26_c,,ECU-A,A17,An Volt 1 (MAP),3-1447221-4,Bulkhead A - firewall (HDP24-24-47PE-L017),8,ECU-A A17,0460-202-2031,White,20,bn_bp_960__ecu_a > bn_bp_930__bp_960 > bn_bp_900__bp_930 > bn_bp_870__bp_900 > bn_bp_840__bp_870 > bn_bp_840__bh_a_fw,410,,
A-ECU,w29_c,,ECU-B,B15,An Volt 6 (Oil P),3-1447221-4,Bulkhead B - firewall (HDP24-24-21PN),7,ECU-B B15,0460-202-1631,White,20,bn_bp_1020__ecu_b > bn_ecu_a__bp_1020 > bn_bp_960__ecu_a > bn_bp_930__bp_960 > bn_bp_900__bp_930 > bn_bp_870__bp_900 > bn_bp_870__bh_b_fw,460,,
A-ECU,w32_c,,ECU-B,B16,An Volt 7 (Fuel P),3-1447221-4,Bulkhead B - firewall (HDP24-24-21PN),8,ECU-B B16,0460-202-1631,White,20,bn_bp_1020__ecu_b > bn_ecu_a__bp_1020 > bn_bp_960__ecu_a > bn_bp_930__bp_960 > bn_bp_900__bp_930 > bn_bp_870__bp_900 > bn_bp_870__bh_b_fw,460,,
A-ECU,w35_c,,ECU-B,B23,An Volt 8 (Clnt P),3-1447221-4,Bulkhead B - firewall (HDP24-24-21PN),9,ECU-B B23,0460-202-1631,White,20,bn_bp_1020__ecu_b > bn_ecu_a__bp_1020 > bn_bp_960__ecu_a > bn_bp_930__bp_960 > bn_bp_900__bp_930 > bn_bp_870__bp_900 > bn_bp_870__bh_b_fw,460,,
A-ECU,w38,,BRZ e-throttle pedal (APS),6,VPA1 APS-M,(generic),ECU-A,A14,An Volt 4 (APS-M),3-1447221-4,White,20,bn_bp_960__aps > bn_bp_960__ecu_a,1050,,
A-ECU,w39,,BRZ e-throttle pedal (APS),3,VPA2 APS-S,(generic),ECU-B,B33,An Volt 5 (APS-S),3-1447221-4,White,20,bn_bp_960__aps > bn_bp_960__ecu_a > bn_ecu_a__bp_1020 > bn_bp_1020__ecu_b,1170,,
A-ECU,w43,,sp_fl_sig,,,,r_fuellvl,,,,White,20,,,sp_fl_sig,
A-ECU,w44,,r_fuellvl,,,,Sensor +5V splice (wired on B-ECU),1,+5V Out rail sp_5v -> ECU-A A32 *,,Orange,20,,,,
A-ECU,w48_c,,ECU-A,A31,DI 2 (Flex),3-1447221-4,Bulkhead A - firewall (HDP24-24-47PE-L017),9,ECU-A A31,0460-202-2031,Green,20,bn_bp_960__ecu_a > bn_bp_930__bp_960 > bn_bp_900__bp_930 > bn_bp_870__bp_900 > bn_bp_840__bp_870 > bn_bp_840__bh_a_fw,410,,
A-ECU,w76,,EFI Main Relay,85,ACTIVE-LOW Coil - -> Aux 6 / A28 - low-side *,42281-1,ECU-A,A28,Aux 6 (EFI Hold),3-1447221-3,Pink,18,bn_bp_1050__k_efi > bn_bp_1020__bp_1050 > bn_ecu_a__bp_1020,270,,
A-ECU,w81,,ETB Power Relay,85,ACTIVE-LOW Coil - -> Aux 2 / A20 *,280919-4,ECU-A,A20,Aux 2 (ETB Rly),3-1447221-4,Pink,20,bn_bp_1080__k_etb > bn_bp_1050__bp_1080 > bn_bp_1020__bp_1050 > bn_ecu_a__bp_1020,310,,
A-ECU,w_ac_kill,,ECU-A,A18,Aux 4 (AC Kill),3-1447221-4,A/C Amplifier - ECU kill input only,1,A/C kill (ground = kill),(generic),Pink,20,bn_ecu_a__bp_1020 > bn_bp_1020__bp_1050 > bn_bp_1050__acamp,550,,
A-ECU,w_an2,,OEM block - Cruise Control Stalk,c1,LADDER SIG,(generic),sp_cruise_ladder,,,,White,20,,,sp_cruise_ladder,
A-ECU,w_cam_pullup_8v,,Sensor +8V splice (wired on B-ECU),1,+8V Out rail sp_8v -> ECU-A A6 *,,cam_pullup,,,,Orange/White,20,,,,
A-ECU,w_cam_pullup_sig,,cam_pullup,,,,sp_trig2,,,,Blue,20,,,sp_trig2,
A-ECU,w_cam_sig_c,,sp_trig2,,,,Bulkhead A - firewall (HDP24-24-47PE-L017),29,ECU-A A9,0460-202-2031,Blue,20,,,sp_trig2,
A-ECU,w_cru_5v,,r_cruise,,,,Sensor +5V splice (wired on B-ECU),1,+5V Out rail sp_5v -> ECU-A A32 *,,Orange,20,,,,
A-ECU,w_cru_ladder_out,,sp_cruise_ladder,,,,ECUMaster CSB3 - Power/CAN/Switch I/O,c8,A2 - Cruise Ladder,0462-201-2031,White,20,,,sp_cruise_ladder,
A-ECU,w_cru_sig,,r_cruise,,,,sp_cruise_ladder,,,,White,20,,,sp_cruise_ladder,
A-ECU,w_drain_ecu_a,,sp_shield_a,,,,ECU-A,A7,Shield/Gnd,3-1447221-4,Green/Yellow,20,,,sp_shield_a,
A-ECU,w_drain_ecu_b,,sp_shield_b,,,,ECU-B,B17,Shield/Gnd,3-1447221-4,Green/Yellow,20,,,sp_shield_b,
A-ECU,w_fan285,,"Condenser Fan Relay (on/off, diode)",85,ACTIVE-LOW Coil - -> Ign 5 / B13 - low-side *,42281-1,ECU-B,B13,Ign 5 (2nd Fan),3-1447221-3,Violet,18,bn_bp_1200__k_fan2 > bn_bp_1170__bp_1200 > bn_bp_1140__bp_1170 > bn_bp_1110__bp_1140 > bn_bp_1080__bp_1110 > bn_bp_1050__bp_1080 > bn_bp_1020__bp_1050 > bn_bp_1020__ecu_b,580,,
A-ECU,w_fan85,,Radiator Fan Relay (on/off),85,ACTIVE-LOW Coil - -> Aux 5 / A29 - low-side,42281-1,ECU-A,A29,Aux 5 (Rad Fan),3-1447221-3,Pink,18,bn_bp_1170__k_fan > bn_bp_1140__bp_1170 > bn_bp_1110__bp_1140 > bn_bp_1080__bp_1110 > bn_bp_1050__bp_1080 > bn_bp_1020__bp_1050 > bn_ecu_a__bp_1020,470,,
A-ECU,w_fl_sig,,Fuel Level Sender,c1,SIG,12084200,sp_fl_sig,,,,White,20,,,sp_fl_sig,
A-ECU,w_fl_sig_pin,,sp_fl_sig,,,,ECU-B,B24,An Volt 9 (Fuel Lvl),3-1447221-4,White,20,,,sp_fl_sig,
A-ECU,w_fp85,,Fuel Pump Relay,85,ACTIVE-LOW Coil - -> Aux 3 / A19 *,42281-1,ECU-A,A19,Aux 3 (FP Rly),3-1447221-3,Pink,18,bn_bp_1110__k_fp > bn_bp_1080__bp_1110 > bn_bp_1050__bp_1080 > bn_bp_1020__bp_1050 > bn_ecu_a__bp_1020,360,,
A-ECU,w_ign,,OEM block - Ignition Switch,c1,IGN ON,(generic),ECU-B,B28,DI 9 (Ignition Switch),3-1447221-4,Green,20,bn_bp_1020__ign_sw > bn_bp_1020__ecu_b,910,,
A-ECU,w_mrs_c,,ECU-A,A27,Aux 7 (MRS SPD),3-1447221-4,Bulkhead A - firewall (HDP24-24-47PE-L017),36,Aux 7 MRS speed-out (ECU A27),0460-202-2031,Pink,20,bn_bp_960__ecu_a > bn_bp_930__bp_960 > bn_bp_900__bp_930 > bn_bp_870__bp_900 > bn_bp_840__bp_870 > bn_bp_840__bh_a_fw,410,,
A-ECU,w_shc_cam,,Bulkhead A - firewall (HDP24-24-47PE-L017),34,Cam Hall screen,0460-202-2031,sp_shield_a,,,,Shield,20,,,sp_shield_a,
A-ECU,w_shc_crank,,Bulkhead A - firewall (HDP24-24-47PE-L017),33,Crank VR screen,0460-202-2031,sp_shield_a,,,,Shield,20,,,sp_shield_a,
A-ECU,w_shc_knock1,,Bulkhead B - firewall (HDP24-24-21PN),18,Knock 1 screen,0460-202-1631,sp_shield_b,,,,Shield,20,,,sp_shield_b,
A-ECU,w_start,,OEM block - Start Request,c1,SW,(generic),ECU-B,B30,DI 7 (Start Req),3-1447221-4,Green,20,bn_bp_1200__start_req > bn_bp_1170__bp_1200 > bn_bp_1140__bp_1170 > bn_bp_1110__bp_1140 > bn_bp_1080__bp_1110 > bn_bp_1050__bp_1080 > bn_bp_1020__bp_1050 > bn_bp_1020__ecu_b,790,,
A-ECU,w_str85,,Start Relay,85,ACTIVE-LOW Coil - -> Aux 8 / A26 - low-side,42281-1,ECU-A,A26,Aux 8 (Start Rly),3-1447221-3,Pink,18,bn_bp_1140__k_str > bn_bp_1110__bp_1140 > bn_bp_1080__bp_1110 > bn_bp_1050__bp_1080 > bn_bp_1020__bp_1050 > bn_ecu_a__bp_1020,410,,
A-ECU,w_sw2,,OEM block - Cruise Control Stalk,c3,MAIN ON,(generic),ECUMaster CSB3 - Power/CAN/Switch I/O,c17,S3 - Cruise Main On,0462-201-2031,Green,20,bn_bp_1080__cruise_stalk > bn_bp_1080__bp_1110 > bn_bp_1110__bp_1140 > bn_bp_1140__bp_1170 > bn_bp_1170__bp_1200 > bn_bp_1200__bp_1230 > bn_bp_1230__csb3io,1140,,
A-ECU,w_sw3,,OEM block - Cruise Control Stalk,c4,SET/ACCEL,(generic),ECUMaster CSB3 - Power/CAN/Switch I/O,c18,S4 - Cruise Set/Accel,0462-201-2031,Green,20,bn_bp_1080__cruise_stalk > bn_bp_1080__bp_1110 > bn_bp_1110__bp_1140 > bn_bp_1140__bp_1170 > bn_bp_1170__bp_1200 > bn_bp_1200__bp_1230 > bn_bp_1230__csb3io,1140,,
A-ECU,w_sw4,,OEM block - Cruise Control Stalk,c5,RESUME/DECEL,(generic),ECUMaster CSB3 - Power/CAN/Switch I/O,c19,S5 - Cruise Resume/Decel,0462-201-2031,Green,20,bn_bp_1080__cruise_stalk > bn_bp_1080__bp_1110 > bn_bp_1110__bp_1140 > bn_bp_1140__bp_1170 > bn_bp_1170__bp_1200 > bn_bp_1200__bp_1230 > bn_bp_1230__csb3io,1140,,
A-ECU,w_sw5,,OEM block - Clutch Switch,c1,SW,(generic),ECUMaster CSB3 - Power/CAN/Switch I/O,c20,S6 - Clutch Switch,0462-201-2031,Green,20,bn_bp_930__clutch_sw > bn_bp_930__bp_960 > bn_bp_960__ecu_a > bn_ecu_a__bp_1020 > bn_bp_1020__bp_1050 > bn_bp_1050__bp_1080 > bn_bp_1080__bp_1110 > bn_bp_1110__bp_1140 > bn_bp_1140__bp_1170 > bn_bp_1170__bp_1200 > bn_bp_1200__bp_1230 > bn_bp_1230__csb3io,1250,,
A-ECU,w_sw6,,OEM block - Brake Switch,c1,SW,(generic),ECUMaster CSB3 - Power/CAN/Switch I/O,c21,S7 - Brake Switch,0462-201-2031,Green,20,bn_bp_900__brake_sw > bn_bp_900__bp_930 > bn_bp_930__bp_960 > bn_bp_960__ecu_a > bn_ecu_a__bp_1020 > bn_bp_1020__bp_1050 > bn_bp_1050__bp_1080 > bn_bp_1080__bp_1110 > bn_bp_1110__bp_1140 > bn_bp_1140__bp_1170 > bn_bp_1170__bp_1200 > bn_bp_1200__bp_1230 > bn_bp_1230__csb3io,1410,,
A-ECU,w_sw7_c,,ECUMaster CSB3 - Power/CAN/Switch I/O,c22,S8 - Reverse (via Bulkhead B c12),0462-201-2031,Bulkhead B - firewall (HDP24-24-21PN),12,ECUMaster CSB3 - Power/CAN/Switch I/O SW,0460-202-1631,Green,20,bn_bp_1230__csb3io > bn_bp_1200__bp_1230 > bn_bp_1170__bp_1200 > bn_bp_1140__bp_1170 > bn_bp_1110__bp_1140 > bn_bp_1080__bp_1110 > bn_bp_1050__bp_1080 > bn_bp_1020__bp_1050 > bn_ecu_a__bp_1020 > bn_bp_960__ecu_a > bn_bp_930__bp_960 > bn_bp_900__bp_930 > bn_bp_870__bp_900 > bn_bp_870__bh_b_fw,600,,
A-ECU,w_trig2_pin,,ECU-A,A9,Trig 2,3-1447221-4,sp_trig2,,,,Blue,20,,,sp_trig2,
A-ECU,w_vss_sig_c,,Bulkhead B - firewall (HDP24-24-21PN),15,"Gearbox VSS signal (ECU B29, DI 8)",0460-202-1631,ECU-B,B29,DI 8 (VSS - actual road speed),3-1447221-4,Green,20,bn_bp_870__bh_b_fw > bn_bp_870__bp_900 > bn_bp_900__bp_930 > bn_bp_930__bp_960 > bn_bp_960__ecu_a > bn_ecu_a__bp_1020 > bn_bp_1020__ecu_b,460,,
A-engine,cab_cam_c2,cab_cam,Bulkhead A - engine plug (HDP26-24-47SE-L015),29,ECU-A A9,0462-201-2031,Cam Hall Sensor (RacerX),c2,SIG,(generic),Blue,20,bn_bh_a_eng__bp_810 > bn_bp_810__bp_840 > bn_bp_840__bp_870 > bn_bp_870__bp_900 > bn_bp_900__cam,1150,,
A-engine,cab_cam_sh,cab_cam,Bulkhead A - engine plug (HDP26-24-47SE-L015),34,Cam Hall screen,0462-201-2031,,,,,Shield,20,,,,
A-engine,cab_crank_c1,cab_crank,Bulkhead A - engine plug (HDP26-24-47SE-L015),24,ECU-A A8,0462-201-2031,Crank VR Sensor (36-2),c1,SIG+,0462-201-16141,Blue,20,bn_bp_750__bh_a_eng > bn_bp_720__bp_750 > bn_bp_690__bp_720 > bn_bp_660__bp_690 > bn_bp_630__bp_660 > bn_bp_600__bp_630 > bn_bp_570__bp_600 > bn_bp_540__bp_570 > bn_bp_510__bp_540 > bn_bp_480__bp_510 > bn_bp_450__bp_480 > bn_bp_450__crank,1510,,
A-engine,cab_crank_sh,cab_crank,Bulkhead A - engine plug (HDP26-24-47SE-L015),33,Crank VR screen,0462-201-2031,,,,,Shield,20,,,,
A-engine,cab_knock1_c1,cab_knock1,Bulkhead B - engine plug (HDP26-24-21SN),16,Knock 1 SIG+ (ECU B9),0462-201-1631,Knock Sensor 1,c1,SIG+,BDK 2.8,Gray,20,bn_bp_810__bh_b_eng > bn_bh_a_eng__bp_810 > bn_bp_750__bh_a_eng > bn_bp_720__bp_750 > bn_bp_690__bp_720 > bn_bp_660__bp_690 > bn_bp_630__bp_660 > bn_bp_600__bp_630 > bn_bp_570__bp_600 > bn_bp_540__bp_570 > bn_bp_540__knock1,1440,,
A-engine,cab_knock1_c2,cab_knock1,Bulkhead B - engine plug (HDP26-24-21SN),17,Knock 1 SIG- (to Gnd Out B22),0462-201-1631,Knock Sensor 1,c2,SIG-,BDK 2.8,Green,20,bn_bp_810__bh_b_eng > bn_bh_a_eng__bp_810 > bn_bp_750__bh_a_eng > bn_bp_720__bp_750 > bn_bp_690__bp_720 > bn_bp_660__bp_690 > bn_bp_630__bp_660 > bn_bp_600__bp_630 > bn_bp_570__bp_600 > bn_bp_540__bp_570 > bn_bp_540__knock1,1440,,
A-engine,cab_knock1_sh,cab_knock1,Bulkhead B - engine plug (HDP26-24-21SN),18,Knock 1 screen,0462-201-1631,,,,,Shield,20,,,,
A-engine,w103_e,,Bulkhead A - engine plug (HDP26-24-47SE-L015),23,ECU-A A21,0462-201-2031,Boost Control Solenoid,c2,LS,12084200,Pink,20,bn_bp_750__bh_a_eng > bn_bp_720__bp_750 > bn_bp_690__bp_720 > bn_bp_660__bp_690 > bn_bp_630__bp_660 > bn_bp_600__bp_630 > bn_bp_570__bp_600 > bn_bp_540__bp_570 > bn_bp_510__bp_540 > bn_bp_480__bp_510 > bn_bp_450__bp_480 > bn_bp_420__bp_450 > bn_bp_360__bp_420 > bn_bp_360__boost,1030,,
A-engine,w108_e,,Bulkhead A - engine plug (HDP26-24-47SE-L015),13,ECU-A A4,0462-201-2031,Injector 1,c2,INJ,15326426,Brown,20,bn_bp_750__bh_a_eng > bn_bp_720__bp_750 > bn_bp_690__bp_720 > bn_bp_660__bp_690 > bn_bp_630__bp_660 > bn_bp_630__inj1,1190,,
A-engine,w109_e,,Bulkhead A - engine plug (HDP26-24-47SE-L015),14,ECU-A A3,0462-201-2031,Injector 2,c2,INJ,15326426,Brown,20,bn_bp_750__bh_a_eng > bn_bp_720__bp_750 > bn_bp_690__bp_720 > bn_bp_660__bp_690 > bn_bp_660__inj2,1020,,
A-engine,w110_e,,Bulkhead A - engine plug (HDP26-24-47SE-L015),15,ECU-A A2,0462-201-2031,Injector 3,c2,INJ,15326426,Brown,20,bn_bp_750__bh_a_eng > bn_bp_720__bp_750 > bn_bp_690__bp_720 > bn_bp_690__inj3,640,,
A-engine,w111_e,,Bulkhead A - engine plug (HDP26-24-47SE-L015),16,ECU-A A1,0462-201-2031,Injector 4,c2,INJ,15326426,Brown,20,bn_bp_750__bh_a_eng > bn_bp_720__bp_750 > bn_bp_720__inj4,460,,
A-engine,w120_e,,Bulkhead A - engine plug (HDP26-24-47SE-L015),17,ECU-A A13,0462-201-2031,COP 1 (1ZZ),c3,IGT (TRIG),8100-0461,Violet,20,bn_bp_750__bh_a_eng > bn_bp_750__cop1,920,,
A-engine,w121_e,,Bulkhead A - engine plug (HDP26-24-47SE-L015),18,ECU-A A12,0462-201-2031,COP 2 (1ZZ),c3,IGT (TRIG),8100-0461,Violet,20,bn_bh_a_eng__bp_810 > bn_bp_810__cop2,740,,
A-engine,w122_e,,Bulkhead A - engine plug (HDP26-24-47SE-L015),19,ECU-A A11,0462-201-2031,COP 3 (1ZZ),c3,IGT (TRIG),8100-0461,Violet,20,bn_bh_a_eng__bp_810 > bn_bp_810__bp_840 > bn_bp_840__cop3,560,,
A-engine,w123_e,,Bulkhead A - engine plug (HDP26-24-47SE-L015),20,ECU-A A10,0462-201-2031,COP 4 (1ZZ),c3,IGT (TRIG),8100-0461,Violet,20,bn_bh_a_eng__bp_810 > bn_bp_810__bp_840 > bn_bp_840__bp_870 > bn_bp_870__cop4,400,,
A-engine,w128_e,,Bulkhead A - engine plug (HDP26-24-47SE-L015),21,ECU-A A22,0462-201-2031,Bosch 74.5mm ETB,c6,Poti1 (TPS-M),"(kit socket, D 261 205 358-01)",White,20,bn_bp_750__bh_a_eng > bn_bp_720__bp_750 > bn_bp_690__bp_720 > bn_bp_660__bp_690 > bn_bp_630__bp_660 > bn_bp_630__etb,730,,
A-engine,w129_e,,Bulkhead A - engine plug (HDP26-24-47SE-L015),22,ECU-A A33,0462-201-2031,Bosch 74.5mm ETB,c5,Poti2 (TPS-S),"(kit socket, D 261 205 358-01)",White,20,bn_bp_750__bh_a_eng > bn_bp_720__bp_750 > bn_bp_690__bp_720 > bn_bp_660__bp_690 > bn_bp_630__bp_660 > bn_bp_630__etb,730,,
A-engine,w16_e,,Bulkhead A - engine plug (HDP26-24-47SE-L015),7,ECU-A A30,0462-201-2031,Turbo Speed Sensor,B,SIG,0462-201-16141,Green,20,bn_bp_750__bh_a_eng > bn_bp_720__bp_750 > bn_bp_690__bp_720 > bn_bp_660__bp_690 > bn_bp_630__bp_660 > bn_bp_600__bp_630 > bn_bp_570__bp_600 > bn_bp_540__bp_570 > bn_bp_510__bp_540 > bn_bp_480__bp_510 > bn_bp_450__bp_480 > bn_bp_420__bp_450 > bn_bp_420__turbospd,900,,
A-engine,w201_e,,Bulkhead A - engine plug (HDP26-24-47SE-L015),25,ECU-A A15,0462-201-2031,ECT Sensor,c1,SIG,8100-0461,Yellow,20,bn_bp_750__bh_a_eng > bn_bp_720__bp_750 > bn_bp_690__bp_720 > bn_bp_660__bp_690 > bn_bp_630__bp_660 > bn_bp_600__bp_630 > bn_bp_570__bp_600 > bn_bp_570__ect,1450,,
A-engine,w202_e,,Bulkhead A - engine plug (HDP26-24-47SE-L015),26,ECU-A A16,0462-201-2031,IAT Sensor (Manifold),c1,SIG,8100-0461,Yellow,20,bn_bp_750__bh_a_eng > bn_bp_720__bp_750 > bn_bp_690__bp_720 > bn_bp_660__bp_690 > bn_bp_660__iat,700,,
A-engine,w203_e,,Bulkhead B - engine plug (HDP26-24-21SN),10,ECU-B B6,0462-201-1631,Oil Temp Sensor,c1,SIG,8100-0461,Yellow,20,bn_bp_810__bh_b_eng > bn_bh_a_eng__bp_810 > bn_bp_750__bh_a_eng > bn_bp_720__bp_750 > bn_bp_690__bp_720 > bn_bp_660__bp_690 > bn_bp_630__bp_660 > bn_bp_600__bp_630 > bn_bp_570__bp_600 > bn_bp_540__bp_570 > bn_bp_510__bp_540 > bn_bp_480__bp_510 > bn_bp_480__oilt,1430,,
A-engine,w204_e,,Bulkhead B - engine plug (HDP26-24-21SN),11,ECU-B B7,0462-201-1631,Charge-Pipe IAT Sensor,c1,SIG,8100-0461,Yellow,20,bn_bp_810__bh_b_eng > bn_bh_a_eng__bp_810 > bn_bp_750__bh_a_eng > bn_bp_720__bp_750 > bn_bp_690__bp_720 > bn_bp_660__bp_690 > bn_bp_630__bp_660 > bn_bp_600__bp_630 > bn_bp_570__bp_600 > bn_bp_540__bp_570 > bn_bp_510__bp_540 > bn_bp_480__bp_510 > bn_bp_450__bp_480 > bn_bp_420__bp_450 > bn_bp_360__bp_420 > bn_bp_330__bp_360 > bn_bp_330__cpiat,1520,,
